codmatricula;chavematricula;unidade;codcoordenador;siglacurso;codcurso;serie;coddisciplina;anoagenda;semletivo;sigladisciplina;codturma;siglaturno;horario;diasemana;codprofessor;titulacao
1392LGTIM1A;1392LGTIM1A0203;LIBERDADE;100576;GTI;139;2;797;2021;2;827B_092_ICSO;LGTIM1A;M1;07:00-09:40;Quarta Feira;100570;ESPECIALISTA
1392LGTIM1A;1392LGTIM1A1387;LIBERDADE;100576;GTI;139;2;798;2021;2;827B_092_MMBM;LGTIM1A;M1;07:00-09:40;Terça Feira;100498;ESPECIALISTA
1392LGTIM1A;1392LGTIM1A1297;LIBERDADE;100576;GTI;139;2;799;2021;2;827B_092_PPI;LGTIM1A;M1;07:00-09:40;Sexta Feira;100498;ESPECIALISTA
1392LGTIN1A;1392LGTIN1A0965;LIBERDADE;100576;GTI;139;2;795;2021;2;827B_092_FHD;LGTIN1A;N1;18:00-20:30;Segunda Feira;100608;ESPECIALISTA
1392LGTIN1A;1392LGTIN1A1106;LIBERDADE;100576;GTI;139;2;796;2021;2;827B_092_FSO;LGTIN1A;N1;18:00-20:30;Terça Feira;100668;ESPECIALISTA
1392LGTIN1A;1392LGTIN1A0224;LIBERDADE;100576;GTI;139;2;797;2021;2;827B_092_ICSO;LGTIN1A;N1;18:00-20:30;Quarta Feira;100046;ESPECIALISTA
1392LGTIN1A;1392LGTIN1A0702;LIBERDADE;100576;GTI;139;2;798;2021;2;827B_092_MMBM;LGTIN1A;N1;18:00-20:30;Quinta Feira;100498;ESPECIALISTA
1392LGTIN1A;1392LGTIN1A0513;LIBERDADE;100576;GTI;139;2;799;2021;2;827B_092_PPI;LGTIN1A;N1;18:00-20:30;Sexta Feira;100046;ESPECIALISTA
1392LGTIN1B;1392LGTIN1B1051;LIBERDADE;100576;GTI;139;2;795;2021;2;827B_092_FHD;LGTIN1B;N1;18:00-20:30;Terça Feira;100608;ESPECIALISTA
1392LGTIN1B;1392LGTIN1B1308;LIBERDADE;100576;GTI;139;2;796;2021;2;827B_092_FSO;LGTIN1B;N1;18:00-20:30;Segunda Feira;100668;ESPECIALISTA
1392LGTIN1B;1392LGTIN1B0295;LIBERDADE;100576;GTI;139;2;797;2021;2;827B_092_ICSO;LGTIN1B;N1;18:00-20:30;Quinta Feira;100046;ESPECIALISTA
1392LGTIN1B;1392LGTIN1B0140;LIBERDADE;100576;GTI;139;2;798;2021;2;827B_092_MMBM;LGTIN1B;N1;18:00-20:30;Quarta Feira;100498;ESPECIALISTA
1392LGTIN1B;1392LGTIN1B0772;LIBERDADE;100576;GTI;139;2;799;2021;2;827B_092_PPI;LGTIN1B;N1;18:00-20:30;Sexta Feira;100046;ESPECIALISTA
1392LGTINMA;1392LGTINMA0018;LIBERDADE;100576;GTI;139;2;795;2021;2;827B_092_FHD;LGTINMA;NM;07:00-12:10;Sábado;100701;ESPECIALISTA
1392LGTINMA;1392LGTINMA0497;LIBERDADE;100576;GTI;139;2;796;2021;2;827B_092_FSO;LGTINMA;NM;07:00-12:10;Sábado;100245;ESPECIALISTA
1392LGTINMA;1392LGTINMA1132;LIBERDADE;100576;GTI;139;2;797;2021;2;827B_092_ICSO;LGTINMA;NM;07:00-12:10;Sábado;100570;ESPECIALISTA
1392LGTINMA;1392LGTINMA1038;LIBERDADE;100576;GTI;139;2;798;2021;2;827B_092_MMBM;LGTINMA;NM;07:00-12:10;Sábado;100498;ESPECIALISTA
1392LGTINMA;1392LGTINMA1367;LIBERDADE;100576;GTI;139;2;799;2021;2;827B_092_PPI;LGTINMA;NM;07:00-12:10;Sábado;100498;ESPECIALISTA
1392BGTIM1A;1392BGTIM1A1265;BRIGADEIRO;100576;GTI;139;2;795;2021;2;827B_092_FHD;BGTIM1A;M1;07:00-09:40;Quarta Feira;100386;ESPECIALISTA
1392BGTIM1A;1392BGTIM1A1348;BRIGADEIRO;100576;GTI;139;2;796;2021;2;827B_092_FSO;BGTIM1A;M1;07:00-09:40;Terça Feira;100570;ESPECIALISTA
1392BGTIM1A;1392BGTIM1A0158;BRIGADEIRO;100576;GTI;139;2;797;2021;2;827B_092_ICSO;BGTIM1A;M1;07:00-09:40;Quinta Feira;100570;ESPECIALISTA
1392BGTIM1A;1392BGTIM1A0220;BRIGADEIRO;100576;GTI;139;2;798;2021;2;827B_092_MMBM;BGTIM1A;M1;07:00-09:40;Segunda Feira;100581;ESPECIALISTA
1392BGTIM1A;1392BGTIM1A1019;BRIGADEIRO;100576;GTI;139;2;799;2021;2;827B_092_PPI;BGTIM1A;M1;07:00-09:40;Sexta Feira;100581;ESPECIALISTA
1393LGTIM1A;1393LGTIM1A1539;LIBERDADE;100576;GTI;139;3;800;2021;2;827C_092_CR;LGTIM1A;M1;07:00-09:40;Terça Feira;100285;MESTRE
1393LGTIM1A;1393LGTIM1A0965;LIBERDADE;100576;GTI;139;3;801;2021;2;827C_092_FRC;LGTIM1A;M1;07:00-09:40;Terça Feira;100285;MESTRE
1393LGTIM1A;1393LGTIM1A0464;LIBERDADE;100576;GTI;139;3;802;2021;2;827C_092_ICSO;LGTIM1A;M1;07:00-09:40;Segunda Feira;100622;ESPECIALISTA
1393LGTIM1A;1393LGTIM1A0911;LIBERDADE;100576;GTI;139;3;803;2021;2;827C_092_PPI;LGTIM1A;M1;07:00-09:40;Sexta Feira;100241;ESPECIALISTA
1393LGTIM1A;1393LGTIM1A0854;LIBERDADE;100576;GTI;139;3;804;2021;2;827C_092_TIRH;LGTIM1A;M1;07:00-09:40;Quinta Feira;100;ESPECIALISTA
1393LGTINMA;1393LGTINMA0153;LIBERDADE;100576;GTI;139;3;800;2021;2;827C_092_CR;LGTINMA;NM;07:00-12:10;Sábado;100409;ESPECIALISTA
1393LGTINMA;1393LGTINMA0085;LIBERDADE;100576;GTI;139;3;801;2021;2;827C_092_FRC;LGTINMA;NM;07:00-12:10;Sábado;100409;ESPECIALISTA
1393LGTINMA;1393LGTINMA0707;LIBERDADE;100576;GTI;139;3;802;2021;2;827C_092_ICSO;LGTINMA;NM;07:00-12:10;Sábado;100352;ESPECIALISTA
1393LGTINMA;1393LGTINMA0339;LIBERDADE;100576;GTI;139;3;803;2021;2;827C_092_PPI;LGTINMA;NM;07:00-12:10;Sábado;100409;ESPECIALISTA
1393LGTINMA;1393LGTINMA1173;LIBERDADE;100576;GTI;139;3;804;2021;2;827C_092_TIRH;LGTINMA;NM;07:00-12:10;Sábado;100665;ESPECIALISTA
1394LGTIN1A;1394LGTIN1A0642;LIBERDADE;100576;GTI;139;4;809;2021;2;827D_092_FIERC;LGTIN1A;N1;18:00-20:30;Terça Feira;100648;ESPECIALISTA
1394LGTIN1A;1394LGTIN1A0035;LIBERDADE;100576;GTI;139;4;810;2021;2;827D_092_LC;LGTIN1A;N1;18:00-20:30;Quarta Feira;100339;ESPECIALISTA
1394LGTIN1A;1394LGTIN1A0090;LIBERDADE;100576;GTI;139;4;811;2021;2;827D_092_PPI;LGTIN1A;N1;18:00-20:30;Sexta Feira;100724;ESPECIALISTA
1394LGTIN1A;1394LGTIN1A1295;LIBERDADE;100576;GTI;139;4;812;2021;2;827D_092_TGDRC;LGTIN1A;N1;18:00-20:30;Segunda Feira;100724;ESPECIALISTA
1394LGTIM1A;1394LGTIM1A1506;LIBERDADE;100576;GTI;139;4;809;2021;2;827D_092_FIERC;LGTIM1A;M1;07:00-09:40;Quinta Feira;100691;ESPECIALISTA
1394LGTIM1A;1394LGTIM1A1295;LIBERDADE;100576;GTI;139;4;810;2021;2;827D_092_LC;LGTIM1A;M1;07:00-09:40;Quarta Feira;100339;ESPECIALISTA
1394LGTIM1A;1394LGTIM1A1124;LIBERDADE;100576;GTI;139;4;811;2021;2;827D_092_PPI;LGTIM1A;M1;07:00-09:40;Sexta Feira;100285;MESTRE
1394LGTIM1A;1394LGTIM1A0508;LIBERDADE;100576;GTI;139;4;812;2021;2;827D_092_TGDRC;LGTIM1A;M1;07:00-09:40;Segunda Feira;100285;MESTRE
1395LGTIM1A;1395LGTIM1A0919;LIBERDADE;100576;GTI;139;5;813;2021;2;827E_081_LEP;LGTIM1A;M1;07:00-09:40;Terça Feira;100339;ESPECIALISTA
1395LGTIM1A;1395LGTIM1A1517;LIBERDADE;100576;GTI;139;5;814;2021;2;827E_081_PPI;LGTIM1A;M1;07:00-09:40;Sexta Feira;100386;ESPECIALISTA
1395LGTIM1A;1395LGTIM1A0010;LIBERDADE;100576;GTI;139;5;815;2021;2;827E_081_TRGIE;LGTIM1A;M1;07:00-09:40;Quinta Feira;100386;ESPECIALISTA
1395LGTIM1A;1395LGTIM1A0399;LIBERDADE;100576;GTI;139;5;816;2021;2;827E_081_TBD;LGTIM1A;M1;07:00-09:40;Segunda Feira;100681;ESPECIALISTA
1401BRQHN1A;1401BRQHN1A1121;BRIGADEIRO;5;RH;140;1;1102;2021;2;813A_101_FRH;BRQHN1A;N1;18:00-20:30;Terça Feira;269;MESTRE
1401BRQHN1A;1401BRQHN1A1290;BRIGADEIRO;5;RH;140;1;1103;2021;2;813A_101_IB;BRQHN1A;N1;18:00-20:30;Quinta Feira;100374;ESPECIALISTA
1401BRQHN1A;1401BRQHN1A0914;BRIGADEIRO;5;RH;140;1;1104;2021;2;813A_101_LP;BRQHN1A;N1;18:00-20:30;Segunda Feira;100597;MESTRE
1401BRQHN1A;1401BRQHN1A1350;BRIGADEIRO;5;RH;140;1;1105;2021;2;813A_101_MA;BRQHN1A;N1;18:00-20:30;Quarta Feira;100654;ESPECIALISTA
1401BRQHN1A;1401BRQHN1A0919;BRIGADEIRO;5;RH;140;1;1106;2021;2;813A_101_PPI;BRQHN1A;N1;18:00-20:30;Sexta Feira;100360;MESTRE
1402LRQHN1A;1402LRQHN1A0702;LIBERDADE;5;RH;140;2;1107;2021;2;813B_092_AP;LRQHN1A;N1;18:00-20:30;Quarta Feira;100344;ESPECIALISTA
1402LRQHN1A;1402LRQHN1A0781;LIBERDADE;5;RH;140;2;1108;2021;2;813B_092_ALRH;LRQHN1A;N1;18:00-20:30;Segunda Feira;100685;ESPECIALISTA
1402LRQHN1A;1402LRQHN1A1288;LIBERDADE;5;RH;140;2;1109;2021;2;813B_092_FA;LRQHN1A;N1;18:00-20:30;Quinta Feira;100720;MESTRE
1402LRQHN1A;1402LRQHN1A0691;LIBERDADE;5;RH;140;2;1110;2021;2;813B_092_GSTSO;LRQHN1A;N1;18:00-20:30;Terça Feira;100550;ESPECIALISTA
1402LRQHN1A;1402LRQHN1A0171;LIBERDADE;5;RH;140;2;1111;2021;2;813B_092_PPI;LRQHN1A;N1;18:00-20:30;Sexta Feira;100344;ESPECIALISTA
1402LRQHN1B;1402LRQHN1B0962;LIBERDADE;5;RH;140;2;1107;2021;2;813B_092_AP;LRQHN1B;N1;18:00-20:30;Terça Feira;100344;ESPECIALISTA
1402LRQHN1B;1402LRQHN1B0421;LIBERDADE;5;RH;140;2;1108;2021;2;813B_092_ALRH;LRQHN1B;N1;18:00-20:30;Quinta Feira;100685;ESPECIALISTA
1402LRQHN1B;1402LRQHN1B1187;LIBERDADE;5;RH;140;2;1109;2021;2;813B_092_FA;LRQHN1B;N1;18:00-20:30;Quarta Feira;100720;MESTRE
1402LRQHN1B;1402LRQHN1B0476;LIBERDADE;5;RH;140;2;1110;2021;2;813B_092_GSTSO;LRQHN1B;N1;18:00-20:30;Segunda Feira;100550;ESPECIALISTA
1402LRQHN1B;1402LRQHN1B0259;LIBERDADE;5;RH;140;2;1111;2021;2;813B_092_PPI;LRQHN1B;N1;18:00-20:30;Sexta Feira;100685;ESPECIALISTA
1402LRQHN1A;1402LRQHN1A1175;LIBERDADE;5;RH;140;2;1107;2021;2;813B_092_AP;LRQHN1A;N1;18:00-20:30;Segunda Feira;100344;ESPECIALISTA
1402LRQHN1A;1402LRQHN1A0542;LIBERDADE;5;RH;140;2;1108;2021;2;813B_092_ALRH;LRQHN1A;N1;18:00-20:30;Quarta Feira;100455;ESPECIALISTA
1402LRQHN1A;1402LRQHN1A0701;LIBERDADE;5;RH;140;2;1109;2021;2;813B_092_FA;LRQHN1A;N1;18:00-20:30;Terça Feira;100546;ESPECIALISTA
1402LRQHN1A;1402LRQHN1A0137;LIBERDADE;5;RH;140;2;1110;2021;2;813B_092_GSTSO;LRQHN1A;N1;18:00-20:30;Quinta Feira;100550;ESPECIALISTA
1402LRQHN1A;1402LRQHN1A1238;LIBERDADE;5;RH;140;2;1111;2021;2;813B_092_PPI;LRQHN1A;N1;18:00-20:30;Sexta Feira;100685;ESPECIALISTA
1402LRQHN2A;1402LRQHN2A0562;LIBERDADE;5;RH;140;2;1107;2021;2;813B_092_AP;LRQHN2A;N2;20:40-23:10;Quinta Feira;100344;ESPECIALISTA
1402LRQHN2A;1402LRQHN2A0884;LIBERDADE;5;RH;140;2;1108;2021;2;813B_092_ALRH;LRQHN2A;N2;20:40-23:10;Terça Feira;131;ESPECIALISTA
1402LRQHN2A;1402LRQHN2A1505;LIBERDADE;5;RH;140;2;1109;2021;2;813B_092_FA;LRQHN2A;N2;20:40-23:10;Segunda Feira;100607;ESPECIALISTA
1402LRQHN2A;1402LRQHN2A0522;LIBERDADE;5;RH;140;2;1110;2021;2;813B_092_GSTSO;LRQHN2A;N2;20:40-23:10;Quarta Feira;100685;ESPECIALISTA
1402LRQHN2A;1402LRQHN2A1487;LIBERDADE;5;RH;140;2;1111;2021;2;813B_092_PPI;LRQHN2A;N2;20:40-23:10;Sexta Feira;100344;ESPECIALISTA
1402BRQHN1A;1402BRQHN1A1102;BRIGADEIRO;5;RH;140;2;1107;2021;2;813B_092_AP;BRQHN1A;N1;18:00-20:30;Quinta Feira;100341;ESPECIALISTA
1402BRQHN1A;1402BRQHN1A1321;BRIGADEIRO;5;RH;140;2;1108;2021;2;813B_092_ALRH;BRQHN1A;N1;18:00-20:30;Segunda Feira;100704;ESPECIALISTA
1402BRQHN1A;1402BRQHN1A1491;BRIGADEIRO;5;RH;140;2;1109;2021;2;813B_092_FA;BRQHN1A;N1;18:00-20:30;Terça Feira;100716;ESPECIALISTA
1402BRQHN1A;1402BRQHN1A0116;BRIGADEIRO;5;RH;140;2;1110;2021;2;813B_092_GSTSO;BRQHN1A;N1;18:00-20:30;Quarta Feira;100550;ESPECIALISTA
1402BRQHN1A;1402BRQHN1A0347;BRIGADEIRO;5;RH;140;2;1111;2021;2;813B_092_PPI;BRQHN1A;N1;18:00-20:30;Sexta Feira;100341;ESPECIALISTA
1403LRQHN1A;1403LRQHN1A0363;LIBERDADE;5;RH;140;3;1117;2021;2;813C_092_DP;LRQHN1A;N1;18:00-20:30;Segunda Feira;100658;MESTRE
1403LRQHN1A;1403LRQHN1A0449;LIBERDADE;5;RH;140;3;1118;2021;2;813C_092_EC;LRQHN1A;N1;18:00-20:30;Terça Feira;100462;ESPECIALISTA
1403LRQHN1A;1403LRQHN1A0259;LIBERDADE;5;RH;140;3;1119;2021;2;813C_092_EA;LRQHN1A;N1;18:00-20:30;Quinta Feira;100391;ESPECIALISTA
1403LRQHN1A;1403LRQHN1A0550;LIBERDADE;5;RH;140;3;1120;2021;2;813C_092_PPI;LRQHN1A;N1;18:00-20:30;Sexta Feira;100462;ESPECIALISTA
1403LRQHN1A;1403LRQHN1A0697;LIBERDADE;5;RH;140;3;1121;2021;2;813C_092_RS;LRQHN1A;N1;18:00-20:30;Segunda Feira;100658;MESTRE
1403LRQHN2A;1403LRQHN2A0900;LIBERDADE;5;RH;140;3;1117;2021;2;813C_092_DP;LRQHN2A;N2;20:40-23:10;Quinta Feira;100588;MESTRE
1403LRQHN2A;1403LRQHN2A1450;LIBERDADE;5;RH;140;3;1118;2021;2;813C_092_EC;LRQHN2A;N2;20:40-23:10;Segunda Feira;100673;ESPECIALISTA
1403LRQHN2A;1403LRQHN2A0272;LIBERDADE;5;RH;140;3;1119;2021;2;813C_092_EA;LRQHN2A;N2;20:40-23:10;Terça Feira;110;MESTRE
1403LRQHN2A;1403LRQHN2A0948;LIBERDADE;5;RH;140;3;1120;2021;2;813C_092_PPI;LRQHN2A;N2;20:40-23:10;Sexta Feira;100673;ESPECIALISTA
1403LRQHN2A;1403LRQHN2A1319;LIBERDADE;5;RH;140;3;1121;2021;2;813C_092_RS;LRQHN2A;N2;20:40-23:10;Quinta Feira;100588;MESTRE
1404LRQHN1A;1404LRQHN1A1413;LIBERDADE;5;RH;140;4;1122;2021;2;813D_081_CCO;LRQHN1A;N1;18:00-20:30;Quinta Feira;100658;MESTRE
1404LRQHN1A;1404LRQHN1A1511;LIBERDADE;5;RH;140;4;1123;2021;2;813D_081_LM;LRQHN1A;N1;18:00-20:30;Quinta Feira;100658;MESTRE
1404LRQHN1A;1404LRQHN1A1283;LIBERDADE;5;RH;140;4;1124;2021;2;813D_081_PPI;LRQHN1A;N1;18:00-20:30;Sexta Feira;100456;ESPECIALISTA
1404LRQHN1A;1404LRQHN1A1551;LIBERDADE;5;RH;140;4;1125;2021;2;813D_081_SIARH;LRQHN1A;N1;18:00-20:30;Quarta Feira;100090;ESPECIALISTA
1404LRQHN1A;1404LRQHN1A0720;LIBERDADE;5;RH;140;4;1126;2021;2;813D_081_SR;LRQHN1A;N1;18:00-20:30;Segunda Feira;100456;ESPECIALISTA
1404LRQHN2A;1404LRQHN2A0611;LIBERDADE;5;RH;140;4;1122;2021;2;813D_081_CCO;LRQHN2A;N2;20:40-23:10;Quinta Feira;100658;MESTRE
1404LRQHN2A;1404LRQHN2A1524;LIBERDADE;5;RH;140;4;1123;2021;2;813D_081_LM;LRQHN2A;N2;20:40-23:10;Quinta Feira;100658;MESTRE
1404LRQHN2A;1404LRQHN2A0218;LIBERDADE;5;RH;140;4;1124;2021;2;813D_081_PPI;LRQHN2A;N2;20:40-23:10;Sexta Feira;100456;ESPECIALISTA
1404LRQHN2A;1404LRQHN2A1562;LIBERDADE;5;RH;140;4;1125;2021;2;813D_081_SIARH;LRQHN2A;N2;20:40-23:10;Quarta Feira;100090;ESPECIALISTA
1404LRQHN2A;1404LRQHN2A0986;LIBERDADE;5;RH;140;4;1126;2021;2;813D_081_SR;LRQHN2A;N2;20:40-23:10;Segunda Feira;100456;ESPECIALISTA
1404BRQHN1A;1404BRQHN1A0008;BRIGADEIRO;5;RH;140;4;1122;2021;2;813D_081_CCO;BRQHN1A;N1;18:00-20:30;Quinta Feira;100747;ESPECIALISTA
1404BRQHN1A;1404BRQHN1A0961;BRIGADEIRO;5;RH;140;4;1123;2021;2;813D_081_LM;BRQHN1A;N1;18:00-20:30;Quinta Feira;100747;ESPECIALISTA
1404BRQHN1A;1404BRQHN1A0259;BRIGADEIRO;5;RH;140;4;1124;2021;2;813D_081_PPI;BRQHN1A;N1;18:00-20:30;Sexta Feira;100314;ESPECIALISTA
1404BRQHN1A;1404BRQHN1A1293;BRIGADEIRO;5;RH;140;4;1125;2021;2;813D_081_SIARH;BRQHN1A;N1;18:00-20:30;Segunda Feira;100146;ESPECIALISTA
1404BRQHN1A;1404BRQHN1A0497;BRIGADEIRO;5;RH;140;4;1126;2021;2;813D_081_SR;BRQHN1A;N1;18:00-20:30;Terça Feira;100314;ESPECIALISTA
1404LRQHN2A;1404LRQHN2A0687;LIBERDADE;5;RH;140;4;1122;2021;2;813D_081_CCO;LRQHN2A;N2;20:40-23:10;Quarta Feira;100710;MESTRE
1404LRQHN2A;1404LRQHN2A0149;LIBERDADE;5;RH;140;4;1123;2021;2;813D_081_LM;LRQHN2A;N2;20:40-23:10;Quarta Feira;100710;MESTRE
1404LRQHN2A;1404LRQHN2A0884;LIBERDADE;5;RH;140;4;1124;2021;2;813D_081_PPI;LRQHN2A;N2;20:40-23:10;Sexta Feira;100314;ESPECIALISTA
1404LRQHN2A;1404LRQHN2A1045;LIBERDADE;5;RH;140;4;1125;2021;2;813D_081_SIARH;LRQHN2A;N2;20:40-23:10;Terça Feira;100090;ESPECIALISTA
1404LRQHN2A;1404LRQHN2A0104;LIBERDADE;5;RH;140;4;1126;2021;2;813D_081_SR;LRQHN2A;N2;20:40-23:10;Segunda Feira;100314;ESPECIALISTA
1411LGF1NMA;1411LGF1NMA1480;LIBERDADE;100216;GFIN;141;1;760;2021;2;820A_101_FC;LGF1NMA;NM;07:00-12:10;Sábado;100497;ESPECIALISTA
1411LGF1NMA;1411LGF1NMA1563;LIBERDADE;100216;GFIN;141;1;761;2021;2;820A_101_IB;LGF1NMA;NM;07:00-12:10;Sábado;100409;ESPECIALISTA
1411LGF1NMA;1411LGF1NMA0546;LIBERDADE;100216;GFIN;141;1;762;2021;2;820A_101_LP;LGF1NMA;NM;07:00-12:10;Sábado;100072;MESTRE
1411LGF1NMA;1411LGF1NMA1058;LIBERDADE;100216;GFIN;141;1;763;2021;2;820A_101_MA;LGF1NMA;NM;07:00-12:10;Sábado;100384;MESTRE
1411LGF1NMA;1411LGF1NMA0917;LIBERDADE;100216;GFIN;141;1;764;2021;2;820A_101_PPI;LGF1NMA;NM;07:00-12:10;Sábado;100497;ESPECIALISTA
1412BGF1N1A;1412BGF1N1A0934;BRIGADEIRO;100216;GFIN;141;2;765;2021;2;820B_092_ACC;BGF1N1A;N1;18:00-20:30;Quarta Feira;100560;ESPECIALISTA
1412BGF1N1A;1412BGF1N1A0159;BRIGADEIRO;100216;GFIN;141;2;766;2021;2;820B_092_EM;BGF1N1A;N1;18:00-20:30;Segunda Feira;100485;ESPECIALISTA
1412BGF1N1A;1412BGF1N1A0044;BRIGADEIRO;100216;GFIN;141;2;767;2021;2;820B_092_MF;BGF1N1A;N1;18:00-20:30;Terça Feira;100644;MESTRE
1412BGF1N1A;1412BGF1N1A1067;BRIGADEIRO;100216;GFIN;141;2;768;2021;2;820B_092_MFC;BGF1N1A;N1;18:00-20:30;Quinta Feira;100715;ESPECIALISTA
1412BGF1N1A;1412BGF1N1A0943;BRIGADEIRO;100216;GFIN;141;2;769;2021;2;820B_092_PPI;BGF1N1A;N1;18:00-20:30;Sexta Feira;100351;ESPECIALISTA
1412BGF1N1B;1412BGF1N1B1465;BRIGADEIRO;100216;GFIN;141;2;765;2021;2;820B_092_ACC;BGF1N1B;N1;18:00-20:30;Terça Feira;100497;ESPECIALISTA
1412BGF1N1B;1412BGF1N1B0068;BRIGADEIRO;100216;GFIN;141;2;766;2021;2;820B_092_EM;BGF1N1B;N1;18:00-20:30;Quinta Feira;100351;ESPECIALISTA
1412BGF1N1B;1412BGF1N1B0572;BRIGADEIRO;100216;GFIN;141;2;767;2021;2;820B_092_MF;BGF1N1B;N1;18:00-20:30;Quarta Feira;100644;MESTRE
1412BGF1N1B;1412BGF1N1B1206;BRIGADEIRO;100216;GFIN;141;2;768;2021;2;820B_092_MFC;BGF1N1B;N1;18:00-20:30;Segunda Feira;100715;ESPECIALISTA
1412BGF1N1B;1412BGF1N1B0914;BRIGADEIRO;100216;GFIN;141;2;769;2021;2;820B_092_PPI;BGF1N1B;N1;18:00-20:30;Sexta Feira;100351;ESPECIALISTA
1412BGF1N2A;1412BGF1N2A0832;BRIGADEIRO;100216;GFIN;141;2;765;2021;2;820B_092_ACC;BGF1N2A;N2;20:40-23:10;Quarta Feira;100560;ESPECIALISTA
1412BGF1N2A;1412BGF1N2A0689;BRIGADEIRO;100216;GFIN;141;2;766;2021;2;820B_092_EM;BGF1N2A;N2;20:40-23:10;Segunda Feira;100485;ESPECIALISTA
1412BGF1N2A;1412BGF1N2A0958;BRIGADEIRO;100216;GFIN;141;2;767;2021;2;820B_092_MF;BGF1N2A;N2;20:40-23:10;Terça Feira;100644;MESTRE
1412BGF1N2A;1412BGF1N2A0057;BRIGADEIRO;100216;GFIN;141;2;768;2021;2;820B_092_MFC;BGF1N2A;N2;20:40-23:10;Quinta Feira;100715;ESPECIALISTA
1412BGF1N2A;1412BGF1N2A1413;BRIGADEIRO;100216;GFIN;141;2;769;2021;2;820B_092_PPI;BGF1N2A;N2;20:40-23:10;Sexta Feira;100351;ESPECIALISTA
1412BGF1N2B;1412BGF1N2B0246;BRIGADEIRO;100216;GFIN;141;2;765;2021;2;820B_092_ACC;BGF1N2B;N2;20:40-23:10;Terça Feira;100497;ESPECIALISTA
1412BGF1N2B;1412BGF1N2B0936;BRIGADEIRO;100216;GFIN;141;2;766;2021;2;820B_092_EM;BGF1N2B;N2;20:40-23:10;Quinta Feira;100351;ESPECIALISTA
1412BGF1N2B;1412BGF1N2B0509;BRIGADEIRO;100216;GFIN;141;2;767;2021;2;820B_092_MF;BGF1N2B;N2;20:40-23:10;Quarta Feira;100644;MESTRE
1412BGF1N2B;1412BGF1N2B0715;BRIGADEIRO;100216;GFIN;141;2;768;2021;2;820B_092_MFC;BGF1N2B;N2;20:40-23:10;Segunda Feira;100715;ESPECIALISTA
1412BGF1N2B;1412BGF1N2B0997;BRIGADEIRO;100216;GFIN;141;2;769;2021;2;820B_092_PPI;BGF1N2B;N2;20:40-23:10;Sexta Feira;100351;ESPECIALISTA
1412LGF1NMA;1412LGF1NMA0149;LIBERDADE;100216;GFIN;141;2;765;2021;2;820B_092_ACC;LGF1NMA;NM;07:00-12:10;Sábado;100449;ESPECIALISTA
1412LGF1NMA;1412LGF1NMA0002;LIBERDADE;100216;GFIN;141;2;766;2021;2;820B_092_EM;LGF1NMA;NM;07:00-12:10;Sábado;100485;ESPECIALISTA
1412LGF1NMA;1412LGF1NMA0092;LIBERDADE;100216;GFIN;141;2;767;2021;2;820B_092_MF;LGF1NMA;NM;07:00-12:10;Sábado;100397;MESTRE
1412LGF1NMA;1412LGF1NMA0077;LIBERDADE;100216;GFIN;141;2;768;2021;2;820B_092_MFC;LGF1NMA;NM;07:00-12:10;Sábado;100497;ESPECIALISTA
1412LGF1NMA;1412LGF1NMA0445;LIBERDADE;100216;GFIN;141;2;769;2021;2;820B_092_PPI;LGF1NMA;NM;07:00-12:10;Sábado;100497;ESPECIALISTA
1412BGF1N1A;1412BGF1N1A0462;BRIGADEIRO;100216;GFIN;141;2;765;2021;2;820B_092_ACC;BGF1N1A;N1;18:00-20:30;Segunda Feira;100614;ESPECIALISTA
1412BGF1N1A;1412BGF1N1A1163;BRIGADEIRO;100216;GFIN;141;2;766;2021;2;820B_092_EM;BGF1N1A;N1;18:00-20:30;Terça Feira;100485;ESPECIALISTA
1412BGF1N1A;1412BGF1N1A1226;BRIGADEIRO;100216;GFIN;141;2;767;2021;2;820B_092_MF;BGF1N1A;N1;18:00-20:30;Quarta Feira;100599;ESPECIALISTA
1412BGF1N1A;1412BGF1N1A1551;BRIGADEIRO;100216;GFIN;141;2;768;2021;2;820B_092_MFC;BGF1N1A;N1;18:00-20:30;Quinta Feira;100387;ESPECIALISTA
1412BGF1N1A;1412BGF1N1A1063;BRIGADEIRO;100216;GFIN;141;2;769;2021;2;820B_092_PPI;BGF1N1A;N1;18:00-20:30;Sexta Feira;100387;ESPECIALISTA
1412BGF1N2A;1412BGF1N2A0946;BRIGADEIRO;100216;GFIN;141;2;765;2021;2;820B_092_ACC;BGF1N2A;N2;20:40-23:10;Segunda Feira;100614;ESPECIALISTA
1412BGF1N2A;1412BGF1N2A1543;BRIGADEIRO;100216;GFIN;141;2;766;2021;2;820B_092_EM;BGF1N2A;N2;20:40-23:10;Terça Feira;100485;ESPECIALISTA
1412BGF1N2A;1412BGF1N2A0864;BRIGADEIRO;100216;GFIN;141;2;767;2021;2;820B_092_MF;BGF1N2A;N2;20:40-23:10;Quarta Feira;100599;ESPECIALISTA
1412BGF1N2A;1412BGF1N2A1422;BRIGADEIRO;100216;GFIN;141;2;768;2021;2;820B_092_MFC;BGF1N2A;N2;20:40-23:10;Quinta Feira;100387;ESPECIALISTA
