chavematricula;codmaricula;ra;codcurso;serie;codturno;codunidade;unidade;codturma;siglaturno;tipocurso;datamatricula;coddisciplina;sigladisciplina;status
19990LMATN1A;1232LMATN1A;113837;123;2;1;1;LIBERDADE;LMATN1A;N1;BACHARELADO;03/06/21;1245;1261245LED;Ativo
19991LSGIM2A;1342LSGIM2A;113838;134;2;4;1;LIBERDADE;LSGIM2A;M2;TECNOLOGICO;05/06/21;9999;Matricula;Cancelado
19992BLIPN2A;1375BLIPN2A;113839;137;5;2;2;BRIGADEIRO;BLIPN2A;N2;LICENCIATURA;28/06/21;9999;Matricula;Trancado
19993BSECM1A;1333BSECM1A;113840;133;3;3;2;BRIGADEIRO;BSECM1A;M1;TECNOLOGICO;22/07/21;9999;Matricula;Trancado
19994LMATM1A;1231LMATM1A;113841;123;1;3;1;LIBERDADE;LMATM1A;M1;BACHARELADO;08/07/21;1236;1261236GEV;Ativo
19995LCCTN1A;1228LCCTN1A;113842;122;8;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;03/07/21;697;308_081_A;Ativo
19996LCCTN1A;1228LCCTN1A;113842;122;8;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;03/07/21;698;308_081_CS;Ativo
19997LCCTN1A;1228LCCTN1A;113842;122;8;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;03/07/21;699;308_081_C;Ativo
19998LCCTN1A;1228LCCTN1A;113842;122;8;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;03/07/21;700;308_081_PC;Ativo
19999LCCTN1A;1228LCCTN1A;113842;122;8;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;03/07/21;701;308_081_TCC;Ativo
20000BBLCN1A;1293BBLCN1A;113843;129;3;1;2;BRIGADEIRO;BBLCN1A;N1;TECNOLOGICO;02/06/21;9999;Matricula;Cancelado
20001BSISN2A;1251BSISN2A;113844;125;1;2;2;BRIGADEIRO;BSISN2A;N2;BACHARELADO;27/06/21;9999;Matricula;Cancelado
20002LREDM2A;1322LREDM2A;113845;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;13/07/21;1079;821B_092_101_CR;Ativo
20003LREDM2A;1322LREDM2A;113845;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;13/07/21;1080;821B_092_101_FIE;Ativo
20004LREDM2A;1322LREDM2A;113845;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;13/07/21;1081;821B_092_101_FSO;Ativo
20005LREDM2A;1322LREDM2A;113845;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;13/07/21;1082;821B_092_101_ICSO;Ativo
20006LREDM2A;1322LREDM2A;113845;132;2;4;1;LIBERDADE;LREDM2A;M2;TECNOLOGICO;13/07/21;1083;821B_092_101_PPI;Ativo
20007BSISM2A;1258BSISM2A;113846;125;8;4;2;BRIGADEIRO;BSISM2A;M2;BACHARELADO;04/06/21;9999;Matricula;Cancelado
20008BSGIM2A;1344BSGIM2A;113847;134;4;4;2;BRIGADEIRO;BSGIM2A;M2;TECNOLOGICO;25/07/21;9999;Matricula;Concluido
20009LSIDN1A;1351LSIDN1A;113848;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;17/06/21;1168;701_092_AP;Ativo
20010LSIDN1A;1351LSIDN1A;113848;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;17/06/21;1169;701_092_IB;Ativo
20011LSIDN1A;1351LSIDN1A;113848;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;17/06/21;1170;701_092_LP;Ativo
20012LSIDN1A;1351LSIDN1A;113848;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;17/06/21;1171;701_092_M;Ativo
20013LSIDN1A;1351LSIDN1A;113848;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;17/06/21;1172;701_092_PPI;Ativo
20014LSISM1A;1251LSISM1A;113849;125;1;3;1;LIBERDADE;LSISM1A;M1;BACHARELADO;18/06/21;9999;Matricula;Concluido
20015LBLCM2A;1292LBLCM2A;113850;129;2;4;1;LIBERDADE;LBLCM2A;M2;TECNOLOGICO;12/07/21;9999;Matricula;Trancado
20016LJGDM1A;1313LJGDM1A;113851;131;3;3;1;LIBERDADE;LJGDM1A;M1;TECNOLOGICO;15/06/21;9999;Matricula;Concluido
20017BBDDN1A;1271BBDDN1A;113852;127;1;1;2;BRIGADEIRO;BBDDN1A;N1;TECNOLOGICO;12/06/21;9999;Matricula;Cancelado
20018BLICM1A;1381BLICM1A;113853;138;1;3;2;BRIGADEIRO;BLICM1A;M1;LICENCIATURA;18/07/21;9999;Matricula;Cancelado
20019BLICN1A;1381BLICN1A;113854;138;1;1;2;BRIGADEIRO;BLICN1A;N1;LICENCIATURA;08/07/21;9999;Matricula;Trancado
20020BSGIM2A;1343BSGIM2A;113855;134;3;4;2;BRIGADEIRO;BSGIM2A;M2;TECNOLOGICO;21/07/21;9999;Matricula;Concluido
20021BSISM2A;1254BSISM2A;113856;125;4;4;2;BRIGADEIRO;BSISM2A;M2;BACHARELADO;02/07/21;9999;Matricula;Concluido
20022LLICM1A;1385LLICM1A;113857;138;5;3;1;LIBERDADE;LLICM1A;M1;LICENCIATURA;14/06/21;9999;Matricula;Concluido
20023LSGIN2A;1344LSGIN2A;113858;134;4;2;1;LIBERDADE;LSGIN2A;N2;TECNOLOGICO;23/06/21;9999;Matricula;Trancado
20024LSIDN1A;1354LSIDN1A;113859;135;4;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;28/06/21;9999;Matricula;Cancelado
20025BICCN2A;1302BICCN2A;113860;130;2;2;2;BRIGADEIRO;BICCN2A;N2;TECNOLOGICO;27/07/21;9999;Matricula;Cancelado
20026BPEDM2A;1247BPEDM2A;113861;124;7;4;2;BRIGADEIRO;BPEDM2A;M2;BACHARELADO;22/07/21;9999;Matricula;Trancado
20027BICCN1A;1305BICCN1A;113862;130;5;1;2;BRIGADEIRO;BICCN1A;N1;TECNOLOGICO;19/06/21;9999;Matricula;Trancado
20028LPEDN2A;1243LPEDN2A;113863;124;3;2;1;LIBERDADE;LPEDN2A;N2;BACHARELADO;02/06/21;1031;503_092_EI;Ativo
20029LPEDN2A;1243LPEDN2A;113863;124;3;2;1;LIBERDADE;LPEDN2A;N2;BACHARELADO;02/06/21;1032;503_092_LI;Ativo
20030LPEDN2A;1243LPEDN2A;113863;124;3;2;1;LIBERDADE;LPEDN2A;N2;BACHARELADO;02/06/21;1033;503_092_PE;Ativo
20031LPEDN2A;1243LPEDN2A;113863;124;3;2;1;LIBERDADE;LPEDN2A;N2;BACHARELADO;02/06/21;1034;503_092_PPI;Ativo
20032LPEDN2A;1243LPEDN2A;113863;124;3;2;1;LIBERDADE;LPEDN2A;N2;BACHARELADO;02/06/21;1035;503_092_PD;Ativo
20033LPEDN2A;1243LPEDN2A;113863;124;3;2;1;LIBERDADE;LPEDN2A;N2;BACHARELADO;02/06/21;1036;503_092_TE;Ativo
20034BMATM1A;1235BMATM1A;113864;123;5;3;2;BRIGADEIRO;BMATM1A;M1;BACHARELADO;06/07/21;1213;1261213ALG;Ativo
20035LCCPN1A;1212LCCPN1A;113865;121;2;1;1;LIBERDADE;LCCPN1A;N1;BACHARELADO;23/06/21;629;202_092_AP;Ativo
20036LCCPN1A;1212LCCPN1A;113865;121;2;1;1;LIBERDADE;LCCPN1A;N1;BACHARELADO;23/06/21;630;202_092_FCC;Ativo
20037LCCPN1A;1212LCCPN1A;113865;121;2;1;1;LIBERDADE;LCCPN1A;N1;BACHARELADO;23/06/21;631;202_092_LP;Ativo
20038LCCPN1A;1212LCCPN1A;113865;121;2;1;1;LIBERDADE;LCCPN1A;N1;BACHARELADO;23/06/21;632;202_092_MC;Ativo
20039LCCPN1A;1212LCCPN1A;113865;121;2;1;1;LIBERDADE;LCCPN1A;N1;BACHARELADO;23/06/21;633;202_092_PPI;Ativo
20040LBLCM1A;1292LBLCM1A;113866;129;2;3;1;LIBERDADE;LBLCM1A;M1;TECNOLOGICO;21/07/21;9999;Matricula;Cancelado
20041BJGDN1A;1313BJGDN1A;113867;131;3;1;2;BRIGADEIRO;BJGDN1A;N1;TECNOLOGICO;12/07/21;9999;Matricula;Trancado
20042LSISM1A;1254LSISM1A;113868;125;4;3;1;LIBERDADE;LSISM1A;M1;BACHARELADO;27/07/21;9999;Matricula;Cancelado
20043LBDDM2A;1275LBDDM2A;113869;127;5;4;1;LIBERDADE;LBDDM2A;M2;TECNOLOGICO;27/06/21;9999;Matricula;Cancelado
20044BBDDN2A;1275BBDDN2A;113870;127;5;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;27/06/21;9999;Matricula;Concluido
20045LICCM1A;1304LICCM1A;113871;130;4;3;1;LIBERDADE;LICCM1A;M1;TECNOLOGICO;27/07/21;9999;Matricula;Concluido
20046BCCTN2A;1228BCCTN2A;113872;122;8;2;2;BRIGADEIRO;BCCTN2A;N2;BACHARELADO;02/07/21;697;308_081_A;Ativo
20047BCCTN2A;1228BCCTN2A;113872;122;8;2;2;BRIGADEIRO;BCCTN2A;N2;BACHARELADO;02/07/21;698;308_081_CS;Ativo
20048BCCTN2A;1228BCCTN2A;113872;122;8;2;2;BRIGADEIRO;BCCTN2A;N2;BACHARELADO;02/07/21;699;308_081_C;Ativo
20049BCCTN2A;1228BCCTN2A;113872;122;8;2;2;BRIGADEIRO;BCCTN2A;N2;BACHARELADO;02/07/21;700;308_081_PC;Ativo
20050BCCTN2A;1228BCCTN2A;113872;122;8;2;2;BRIGADEIRO;BCCTN2A;N2;BACHARELADO;02/07/21;701;308_081_TCC;Ativo
20051LMATM1A;1232LMATM1A;113873;123;2;3;1;LIBERDADE;LMATM1A;M1;BACHARELADO;22/06/21;1240;1261240INE;Ativo
20052BENCM2A;1361BENCM2A;113874;136;1;4;2;BRIGADEIRO;BENCM2A;M2;ENGENHARIA;14/07/21;9999;Matricula;Trancado
20053BICCN2A;1303BICCN2A;113875;130;3;2;2;BRIGADEIRO;BICCN2A;N2;TECNOLOGICO;23/06/21;9999;Matricula;Trancado
20054LCCTM1A;1221LCCTM1A;113876;122;1;3;1;LIBERDADE;LCCTM1A;M1;BACHARELADO;04/06/21;9999;Matricula;Trancado
20055LSGIN2A;1345LSGIN2A;113877;134;5;2;1;LIBERDADE;LSGIN2A;N2;TECNOLOGICO;26/07/21;9999;Matricula;Trancado
20056BBDDN2A;1273BBDDN2A;113878;127;3;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;08/07/21;9999;Matricula;Cancelado
20057LPEDM2A;1246LPEDM2A;113879;124;6;4;1;LIBERDADE;LPEDM2A;M2;BACHARELADO;01/07/21;9999;Matricula;Cancelado
20058LCCPN2A;1212LCCPN2A;113880;121;2;2;1;LIBERDADE;LCCPN2A;N2;BACHARELADO;12/06/21;9999;Matricula;Concluido
20059LSGIN1A;1341LSGIN1A;113881;134;1;1;1;LIBERDADE;LSGIN1A;N1;TECNOLOGICO;21/07/21;9999;Matricula;Cancelado
20060LBLCM2A;1295LBLCM2A;113882;129;5;4;1;LIBERDADE;LBLCM2A;M2;TECNOLOGICO;12/07/21;9999;Matricula;Trancado
20061LBDIM2A;1282LBDIM2A;113883;128;2;4;1;LIBERDADE;LBDIM2A;M2;TECNOLOGICO;05/06/21;9999;Matricula;Trancado
20062LENCM1A;1363LENCM1A;113884;136;3;3;1;LIBERDADE;LENCM1A;M1;ENGENHARIA;01/07/21;9999;Matricula;Trancado
20063BLIPM1A;1373BLIPM1A;113885;137;3;3;2;BRIGADEIRO;BLIPM1A;M1;LICENCIATURA;09/07/21;9999;Matricula;Concluido
20064BBDDN2A;1273BBDDN2A;113886;127;3;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;21/07/21;9999;Matricula;Concluido
20065LICCM1A;1304LICCM1A;113887;130;4;3;1;LIBERDADE;LICCM1A;M1;TECNOLOGICO;13/07/21;9999;Matricula;Cancelado
20066LLICN2A;1382LLICN2A;113888;138;2;2;1;LIBERDADE;LLICN2A;N2;LICENCIATURA;27/06/21;9999;Matricula;Concluido
20067LBDIN2A;1284LBDIN2A;113889;128;4;2;1;LIBERDADE;LBDIN2A;N2;TECNOLOGICO;08/06/21;9999;Matricula;Trancado
20068LADMM2A;1204LADMM2A;113890;120;4;4;1;LIBERDADE;LADMM2A;M2;BACHARELADO;24/06/21;9999;Matricula;Trancado
20069BSIDM1A;1353BSIDM1A;113891;135;3;3;2;BRIGADEIRO;BSIDM1A;M1;TECNOLOGICO;24/06/21;9999;Matricula;Concluido
20070BENCM2A;1362BENCM2A;113892;136;2;4;2;BRIGADEIRO;BENCM2A;M2;ENGENHARIA;06/06/21;9999;Matricula;Concluido
20071BSGIN2A;1343BSGIN2A;113893;134;3;2;2;BRIGADEIRO;BSGIN2A;N2;TECNOLOGICO;03/06/21;9999;Matricula;Cancelado
20072LADMM2A;1205LADMM2A;113894;120;5;4;1;LIBERDADE;LADMM2A;M2;BACHARELADO;01/06/21;9999;Matricula;Concluido
20073BSGIM1A;1343BSGIM1A;113895;134;3;3;2;BRIGADEIRO;BSGIM1A;M1;TECNOLOGICO;28/06/21;9999;Matricula;Concluido
20074BICCN1A;1305BICCN1A;113896;130;5;1;2;BRIGADEIRO;BICCN1A;N1;TECNOLOGICO;10/06/21;9999;Matricula;Cancelado
20075BICCM1A;1302BICCM1A;113897;130;2;3;2;BRIGADEIRO;BICCM1A;M1;TECNOLOGICO;29/07/21;9999;Matricula;Concluido
20076LCCTN1A;1224LCCTN1A;113898;122;4;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;09/06/21;676;304_081_CPO;Ativo
20077LCCTN1A;1224LCCTN1A;113898;122;4;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;09/06/21;677;304_081_E;Ativo
20078LCCTN1A;1224LCCTN1A;113898;122;4;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;09/06/21;678;304_081_FE;Ativo
20079LCCTN1A;1224LCCTN1A;113898;122;4;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;09/06/21;679;304_081_LT;Ativo
20080LCCTN1A;1224LCCTN1A;113898;122;4;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;09/06/21;680;304_081_PPI;Ativo
20081LCCTN1A;1224LCCTN1A;113898;122;4;1;1;LIBERDADE;LCCTN1A;N1;BACHARELADO;09/06/21;681;304_081_PO;Ativo
20082BCCTN1A;1223BCCTN1A;113899;122;3;1;2;BRIGADEIRO;BCCTN1A;N1;BACHARELADO;25/06/21;9999;Matricula;Cancelado
20083BLIPN1A;1375BLIPN1A;113900;137;5;1;2;BRIGADEIRO;BLIPN1A;N1;LICENCIATURA;10/06/21;9999;Matricula;Cancelado
20084LLIPM1A;1372LLIPM1A;113901;137;2;3;1;LIBERDADE;LLIPM1A;M1;LICENCIATURA;17/07/21;9999;Matricula;Concluido
20085BICCN1A;1304BICCN1A;113902;130;4;1;2;BRIGADEIRO;BICCN1A;N1;TECNOLOGICO;06/07/21;9999;Matricula;Cancelado
20086LLICM2A;1382LLICM2A;113903;138;2;4;1;LIBERDADE;LLICM2A;M2;LICENCIATURA;09/07/21;9999;Matricula;Concluido
20087LSIDN1A;1351LSIDN1A;113904;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;19/07/21;1168;701_092_AP;Ativo
20088LSIDN1A;1351LSIDN1A;113904;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;19/07/21;1169;701_092_IB;Ativo
20089LSIDN1A;1351LSIDN1A;113904;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;19/07/21;1170;701_092_LP;Ativo
20090LSIDN1A;1351LSIDN1A;113904;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;19/07/21;1171;701_092_M;Ativo
20091LSIDN1A;1351LSIDN1A;113904;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;19/07/21;1172;701_092_PPI;Ativo
20092LMATN2A;1236LMATN2A;113905;123;6;2;1;LIBERDADE;LMATN2A;N2;BACHARELADO;04/06/21;1221;1261221COM;Ativo
20093LICCM2A;1305LICCM2A;113906;130;5;4;1;LIBERDADE;LICCM2A;M2;TECNOLOGICO;07/06/21;9999;Matricula;Cancelado
20094BPEDN1A;1247BPEDN1A;113907;124;7;1;2;BRIGADEIRO;BPEDN1A;N1;BACHARELADO;06/06/21;1058;507_081_APMD;Ativo
20095BPEDN1A;1247BPEDN1A;113907;124;7;1;2;BRIGADEIRO;BPEDN1A;N1;BACHARELADO;06/06/21;1059;507_081_FI;Ativo
20096BPEDN1A;1247BPEDN1A;113907;124;7;1;2;BRIGADEIRO;BPEDN1A;N1;BACHARELADO;06/06/21;1060;507_081_MA;Ativo
20097BPEDN1A;1247BPEDN1A;113907;124;7;1;2;BRIGADEIRO;BPEDN1A;N1;BACHARELADO;06/06/21;1061;507_081_MEH;Ativo
20098BPEDN1A;1247BPEDN1A;113907;124;7;1;2;BRIGADEIRO;BPEDN1A;N1;BACHARELADO;06/06/21;1062;507_081_TCC;Ativo
20099BPEDN1A;1247BPEDN1A;113907;124;7;1;2;BRIGADEIRO;BPEDN1A;N1;BACHARELADO;06/06/21;1063;507_081_PPI;Ativo
20100LCCTN2A;1228LCCTN2A;113908;122;8;2;1;LIBERDADE;LCCTN2A;N2;BACHARELADO;09/07/21;697;308_081_A;Ativo
20101LCCTN2A;1228LCCTN2A;113908;122;8;2;1;LIBERDADE;LCCTN2A;N2;BACHARELADO;09/07/21;698;308_081_CS;Ativo
20102LCCTN2A;1228LCCTN2A;113908;122;8;2;1;LIBERDADE;LCCTN2A;N2;BACHARELADO;09/07/21;699;308_081_C;Ativo
20103LCCTN2A;1228LCCTN2A;113908;122;8;2;1;LIBERDADE;LCCTN2A;N2;BACHARELADO;09/07/21;700;308_081_PC;Ativo
20104LCCTN2A;1228LCCTN2A;113908;122;8;2;1;LIBERDADE;LCCTN2A;N2;BACHARELADO;09/07/21;701;308_081_TCC;Ativo
20105BICCN2A;1301BICCN2A;113909;130;1;2;2;BRIGADEIRO;BICCN2A;N2;TECNOLOGICO;05/07/21;9999;Matricula;Cancelado
20106LMATN2A;1238LMATN2A;113910;123;8;2;1;LIBERDADE;LMATN2A;N2;BACHARELADO;01/06/21;1231;1261231FDV;Ativo
20107LSIDM1A;1352LSIDM1A;113911;135;2;3;1;LIBERDADE;LSIDM1A;M1;TECNOLOGICO;06/07/21;9999;Matricula;Cancelado
20108LREDM1A;1323LREDM1A;113912;132;3;3;1;LIBERDADE;LREDM1A;M1;TECNOLOGICO;22/06/21;1084;821C_092_FIE;Ativo
20109LREDM1A;1323LREDM1A;113912;132;3;3;1;LIBERDADE;LREDM1A;M1;TECNOLOGICO;22/06/21;1085;821C_092_ICSO;Ativo
20110LREDM1A;1323LREDM1A;113912;132;3;3;1;LIBERDADE;LREDM1A;M1;TECNOLOGICO;22/06/21;1086;821C_092_PPI;Ativo
20111LREDM1A;1323LREDM1A;113912;132;3;3;1;LIBERDADE;LREDM1A;M1;TECNOLOGICO;22/06/21;1087;821C_092_TIRH;Ativo
20112LENCM2A;1366LENCM2A;113913;136;6;4;1;LIBERDADE;LENCM2A;M2;ENGENHARIA;06/06/21;9999;Matricula;Trancado
20113LCCPN2A;1218LCCPN2A;113914;121;8;2;1;LIBERDADE;LCCPN2A;N2;BACHARELADO;04/06/21;9999;Matricula;Trancado
20114BSISM2A;1257BSISM2A;113915;125;7;4;2;BRIGADEIRO;BSISM2A;M2;BACHARELADO;28/06/21;9999;Matricula;Cancelado
20115BSISN2A;1255BSISN2A;113916;125;5;2;2;BRIGADEIRO;BSISN2A;N2;BACHARELADO;06/07/21;9999;Matricula;Concluido
20116BLIPN1A;1376BLIPN1A;113917;137;6;1;2;BRIGADEIRO;BLIPN1A;N1;LICENCIATURA;12/07/21;9999;Matricula;Cancelado
20117LJGDM1A;1313LJGDM1A;113918;131;3;3;1;LIBERDADE;LJGDM1A;M1;TECNOLOGICO;16/06/21;9999;Matricula;Concluido
20118BBDIM2A;1284BBDIM2A;113919;128;4;4;2;BRIGADEIRO;BBDIM2A;M2;TECNOLOGICO;30/07/21;9999;Matricula;Trancado
20119LSISN2A;1255LSISN2A;113920;125;5;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;14/06/21;1191;705_092_BD;Ativo
20120LSISN2A;1255LSISN2A;113920;125;5;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;14/06/21;1192;705_092_ESO;Ativo
20121LSISN2A;1255LSISN2A;113920;125;5;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;14/06/21;1193;705_092_PO;Ativo
20122LSISN2A;1255LSISN2A;113920;125;5;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;14/06/21;1194;705_092_PPI;Ativo
20123LSISN2A;1255LSISN2A;113920;125;5;2;1;LIBERDADE;LSISN2A;N2;BACHARELADO;14/06/21;1195;705_092_TPR;Ativo
20124LBDDM1A;1272LBDDM1A;113921;127;2;3;1;LIBERDADE;LBDDM1A;M1;TECNOLOGICO;29/06/21;9999;Matricula;Concluido
20125BSGIN1A;1342BSGIN1A;113922;134;2;1;2;BRIGADEIRO;BSGIN1A;N1;TECNOLOGICO;03/06/21;9999;Matricula;Cancelado
20126LICCN1A;1302LICCN1A;113923;130;2;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;12/06/21;9999;Matricula;Trancado
20127LLICM2A;1381LLICM2A;113924;138;1;4;1;LIBERDADE;LLICM2A;M2;LICENCIATURA;02/06/21;9999;Matricula;Concluido
20128LADMM2A;1206LADMM2A;113925;120;6;4;1;LIBERDADE;LADMM2A;M2;BACHARELADO;30/06/21;9999;Matricula;Concluido
20129BLIPM1A;1373BLIPM1A;113926;137;3;3;2;BRIGADEIRO;BLIPM1A;M1;LICENCIATURA;15/06/21;9999;Matricula;Concluido
20130BSGIN2A;1343BSGIN2A;113927;134;3;2;2;BRIGADEIRO;BSGIN2A;N2;TECNOLOGICO;18/07/21;9999;Matricula;Cancelado
20131BSECM1A;1334BSECM1A;113928;133;4;3;2;BRIGADEIRO;BSECM1A;M1;TECNOLOGICO;24/06/21;9999;Matricula;Concluido
20132LLICN2A;1383LLICN2A;113929;138;3;2;1;LIBERDADE;LLICN2A;N2;LICENCIATURA;06/06/21;9999;Matricula;Cancelado
20133BSGIM2A;1345BSGIM2A;113930;134;5;4;2;BRIGADEIRO;BSGIM2A;M2;TECNOLOGICO;20/07/21;9999;Matricula;Cancelado
20134LSISM2A;1255LSISM2A;113931;125;5;4;1;LIBERDADE;LSISM2A;M2;BACHARELADO;11/06/21;9999;Matricula;Cancelado
20135LLIPN2A;1371LLIPN2A;113932;137;1;2;1;LIBERDADE;LLIPN2A;N2;LICENCIATURA;11/06/21;9999;Matricula;Concluido
20136LBDIM1A;1284LBDIM1A;113933;128;4;3;1;LIBERDADE;LBDIM1A;M1;TECNOLOGICO;30/07/21;9999;Matricula;Trancado
20137LLIPN2A;1374LLIPN2A;113934;137;4;2;1;LIBERDADE;LLIPN2A;N2;LICENCIATURA;01/07/21;9999;Matricula;Trancado
20138LENCM1A;1364LENCM1A;113935;136;4;3;1;LIBERDADE;LENCM1A;M1;ENGENHARIA;25/06/21;9999;Matricula;Cancelado
20139BICCM2A;1301BICCM2A;113936;130;1;4;2;BRIGADEIRO;BICCM2A;M2;TECNOLOGICO;27/07/21;9999;Matricula;Trancado
20140BSECN2A;1333BSECN2A;113937;133;3;2;2;BRIGADEIRO;BSECN2A;N2;TECNOLOGICO;25/06/21;9999;Matricula;Concluido
20141LLICM1A;1381LLICM1A;113938;138;1;3;1;LIBERDADE;LLICM1A;M1;LICENCIATURA;29/06/21;9999;Matricula;Concluido
20142LSGIM1A;1343LSGIM1A;113939;134;3;3;1;LIBERDADE;LSGIM1A;M1;TECNOLOGICO;20/06/21;9999;Matricula;Cancelado
20143LJGDN2A;1314LJGDN2A;113940;131;4;2;1;LIBERDADE;LJGDN2A;N2;TECNOLOGICO;03/07/21;9999;Matricula;Cancelado
20144BSISN1A;1254BSISN1A;113941;125;4;1;2;BRIGADEIRO;BSISN1A;N1;BACHARELADO;03/06/21;9999;Matricula;Trancado
20145BCCPN1A;1215BCCPN1A;113942;121;5;1;2;BRIGADEIRO;BCCPN1A;N1;BACHARELADO;19/07/21;9999;Matricula;Concluido
20146LSIDN1A;1351LSIDN1A;113943;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;23/06/21;1168;701_092_AP;Ativo
20147LSIDN1A;1351LSIDN1A;113943;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;23/06/21;1169;701_092_IB;Ativo
20148LSIDN1A;1351LSIDN1A;113943;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;23/06/21;1170;701_092_LP;Ativo
20149LSIDN1A;1351LSIDN1A;113943;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;23/06/21;1171;701_092_M;Ativo
20150LSIDN1A;1351LSIDN1A;113943;135;1;1;1;LIBERDADE;LSIDN1A;N1;TECNOLOGICO;23/06/21;1172;701_092_PPI;Ativo
20151LCCPM1A;1216LCCPM1A;113944;121;6;3;1;LIBERDADE;LCCPM1A;M1;BACHARELADO;08/07/21;9999;Matricula;Trancado
20152LLICM2A;1385LLICM2A;113945;138;5;4;1;LIBERDADE;LLICM2A;M2;LICENCIATURA;13/07/21;9999;Matricula;Concluido
20153BPEDN2A;1244BPEDN2A;113946;124;4;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;24/07/21;1037;504_081_CP;Ativo
20154BPEDN2A;1244BPEDN2A;113946;124;4;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;24/07/21;1038;504_081_EJA;Ativo
20155BPEDN2A;1244BPEDN2A;113946;124;4;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;24/07/21;1039;504_081_EFEB;Ativo
20156BPEDN2A;1244BPEDN2A;113946;124;4;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;24/07/21;1040;504_081_GE;Ativo
20157BPEDN2A;1244BPEDN2A;113946;124;4;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;24/07/21;1041;504_081_PPI;Ativo
20158LBDDN1A;1275LBDDN1A;113947;127;5;1;1;LIBERDADE;LBDDN1A;N1;TECNOLOGICO;01/06/21;9999;Matricula;Concluido
20159BBDDN2A;1272BBDDN2A;113948;127;2;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;16/06/21;589;823B_092_FBD;Ativo
20160BBDDN2A;1272BBDDN2A;113948;127;2;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;16/06/21;590;823B_092_FSO;Ativo
20161BBDDN2A;1272BBDDN2A;113948;127;2;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;16/06/21;591;823B_092_ICSOR;Ativo
20162BBDDN2A;1272BBDDN2A;113948;127;2;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;16/06/21;592;823B_092_ICS;Ativo
20163BBDDN2A;1272BBDDN2A;113948;127;2;2;2;BRIGADEIRO;BBDDN2A;N2;TECNOLOGICO;16/06/21;593;823B_092_PPI;Ativo
20164LLIPN2A;1375LLIPN2A;113949;137;5;2;1;LIBERDADE;LLIPN2A;N2;LICENCIATURA;14/07/21;9999;Matricula;Concluido
20165BCCPN1A;1217BCCPN1A;113950;121;7;1;2;BRIGADEIRO;BCCPN1A;N1;BACHARELADO;02/06/21;9999;Matricula;Cancelado
