chavematricula;codmatricula;ra;codcurso;serie;coddisciplina;sigladisciplina;notan1;notan2;notaaps
09481LPEDN2A;1245LPEDN2A;116017;124;5;1044;505_081_FP;10.00;10.00;7.00
09482LPEDN2A;1245LPEDN2A;116017;124;5;1045;505_081_FEL;8.00;5.00;1.00
09483LPEDN2A;1245LPEDN2A;116017;124;5;1046;505_081_PPI;1.00;4.75;6.00
09484LCCTN2A;1224LCCTN2A;116030;122;4;676;304_081_CPO;2.00;10.00;4.75
09485LCCTN2A;1224LCCTN2A;116030;122;4;677;304_081_E;1.00;8.5;10.00
09486LCCTN2A;1224LCCTN2A;116030;122;4;678;304_081_FE;4.00;10.00;1.00
09487LCCTN2A;1224LCCTN2A;116030;122;4;679;304_081_LT;9.00;6.00;3.00
09488LCCTN2A;1224LCCTN2A;116030;122;4;680;304_081_PPI;8.00;9.65;10.00
09489LCCTN2A;1224LCCTN2A;116030;122;4;681;304_081_PO;1.00;6.00;1.00
09490LMATM1A;1233LMATM1A;116034;123;3;1213;1261213ALG;2.00;4.75;6.00
09491LMATM2A;1232LMATM2A;116035;123;2;1231;1261231FDV;5.25;1.00;8.50
09492BMATN1A;1232BMATN1A;116064;123;2;1215;1261215ACP;10.00;5.00;10.00
09493BBDDN2A;1272BBDDN2A;116065;127;2;589;823B_092_FBD;8.00;1.00;4.75
09494BBDDN2A;1272BBDDN2A;116065;127;2;590;823B_092_FSO;5.25;7.00;4.75
09495BBDDN2A;1272BBDDN2A;116065;127;2;591;823B_092_ICSOR;0.00;1.00;2.00
09496BBDDN2A;1272BBDDN2A;116065;127;2;592;823B_092_ICS;7.5;10.00;7.00
09497BBDDN2A;1272BBDDN2A;116065;127;2;593;823B_092_PPI;3.5;6.00;7.00
09498LPEDN2A;1244LPEDN2A;116070;124;4;1037;504_081_CP;8.00;5.00;10.00
09499LPEDN2A;1244LPEDN2A;116070;124;4;1038;504_081_EJA;3.5;9.65;10.00
09500LPEDN2A;1244LPEDN2A;116070;124;4;1039;504_081_EFEB;2.00;7.00;8.50
09501LPEDN2A;1244LPEDN2A;116070;124;4;1040;504_081_GE;0.00;4.75;6.00
09502LPEDN2A;1244LPEDN2A;116070;124;4;1041;504_081_PPI;4.00;3.00;5.00
09503LREDN2A;1322LREDN2A;116071;132;2;1079;821B_092_101_CR;8.00;7.00;8.50
09504LREDN2A;1322LREDN2A;116071;132;2;1080;821B_092_101_FIE;9.00;3.00;9.65
09505LREDN2A;1322LREDN2A;116071;132;2;1081;821B_092_101_FSO;4.00;9.65;3.00
09506LREDN2A;1322LREDN2A;116071;132;2;1082;821B_092_101_ICSO;10.00;5.00;0.50
09507LREDN2A;1322LREDN2A;116071;132;2;1083;821B_092_101_PPI;4.00;1.00;1.00
09508LMATN2A;1231LMATN2A;116082;123;1;1245;1261245LED;2.00;4.75;1.00
09509LMATM1A;1237LMATM1A;116083;123;7;1222;1261222DID;0.00;1.00;1.00
09510LPEDN2A;1243LPEDN2A;116086;124;3;1031;503_092_EI;5.25;4.75;4.75
09511LPEDN2A;1243LPEDN2A;116086;124;3;1032;503_092_LI;3.5;8.5;4.75
09512LPEDN2A;1243LPEDN2A;116086;124;3;1033;503_092_PE;5.25;1.00;3.00
09513LPEDN2A;1243LPEDN2A;116086;124;3;1034;503_092_PPI;7.5;8.5;6.00
09514LPEDN2A;1243LPEDN2A;116086;124;3;1035;503_092_PD;10.00;1.00;9.65
09515LPEDN2A;1243LPEDN2A;116086;124;3;1036;503_092_TE;7.5;1.00;7.00
09516BCCTN1A;1222BCCTN1A;116096;122;2;661;302_092_CI;1.00;7.00;10.00
09517BCCTN1A;1222BCCTN1A;116096;122;2;662;302_092_FA;1.00;8.5;2.00
09518BCCTN1A;1222BCCTN1A;116096;122;2;663;302_092_LP;0.00;9.65;1.00
09519BCCTN1A;1222BCCTN1A;116096;122;2;664;302_092_MF;9.00;3.00;4.75
09520BCCTN1A;1222BCCTN1A;116096;122;2;665;302_092_PPI;3.5;7.00;10.00
09521BBDIM2A;1281BBDIM2A;116097;128;1;1168;701_092_AP;3.5;9.65;1.00
09522BBDIM2A;1281BBDIM2A;116097;128;1;1169;701_092_IB;0.00;10.00;0.50
09523BBDIM2A;1281BBDIM2A;116097;128;1;1170;701_092_LP;3.5;3.00;5.00
09524BBDIM2A;1281BBDIM2A;116097;128;1;1171;701_092_M;9.00;5.00;5.00
09525BBDIM2A;1281BBDIM2A;116097;128;1;1172;701_092_PPI;8.00;8.5;8.50
09526LBDDM2A;1272LBDDM2A;116100;127;2;589;823B_092_FBD;10.00;5.00;5.00
09527LBDDM2A;1272LBDDM2A;116100;127;2;590;823B_092_FSO;3.5;2.00;10.00
09528LBDDM2A;1272LBDDM2A;116100;127;2;591;823B_092_ICSOR;7.5;10.00;2.00
09529LBDDM2A;1272LBDDM2A;116100;127;2;592;823B_092_ICS;10.00;9.65;0.50
09530LBDDM2A;1272LBDDM2A;116100;127;2;593;823B_092_PPI;6.00;3.00;10.00
09531LMATM2A;1236LMATM2A;116118;123;6;1242;1261242IAA;8.00;8.5;6.00
09532BREDN1A;1322BREDN1A;116128;132;2;1079;821B_092_101_CR;10.00;7.00;5.00
09533BREDN1A;1322BREDN1A;116128;132;2;1080;821B_092_101_FIE;0.00;3.00;0.50
09534BREDN1A;1322BREDN1A;116128;132;2;1081;821B_092_101_FSO;0.00;7.00;5.00
09535BREDN1A;1322BREDN1A;116128;132;2;1082;821B_092_101_ICSO;3.5;9.65;0.50
09536BREDN1A;1322BREDN1A;116128;132;2;1083;821B_092_101_PPI;2.00;3.00;7.00
09537BADMN2A;1204BADMN2A;116132;120;4;521;104_081_ADF;8.00;10.00;7.00
09538BADMN2A;1204BADMN2A;116132;120;4;522;104_081_CO;5.25;5.00;0.50
09539BADMN2A;1204BADMN2A;116132;120;4;523;104_081_DEM;0.00;9.65;6.00
09540BADMN2A;1204BADMN2A;116132;120;4;524;104_081_E;4.00;3.00;2.00
09541BADMN2A;1204BADMN2A;116132;120;4;525;104_081_M;0.00;3.00;3.00
09542BADMN2A;1204BADMN2A;116132;120;4;526;104_081_PPIN;6.00;8.5;8.50
09543LCCPN1A;1216LCCPN1A;116135;121;6;650;206_092_BD;4.00;1.00;8.50
09544LCCPN1A;1216LCCPN1A;116135;121;6;651;206_092_ES;10.00;8.5;0.50
09545LCCPN1A;1216LCCPN1A;116135;121;6;652;206_092_LFA;6.00;10.00;2.00
09546LCCPN1A;1216LCCPN1A;116135;121;6;653;206_092_PP;0.00;9.65;7.00
09547LCCPN1A;1216LCCPN1A;116135;121;6;654;206_092_PPI;4.00;4.75;5.00
09548LCCPN1A;1216LCCPN1A;116135;121;6;655;206_092_SO;10.00;9.65;4.75
09549BPEDM1A;1242BPEDM1A;116147;124;2;1019;502_092_FE;3.5;3.00;0.50
09550BPEDM1A;1242BPEDM1A;116147;124;2;1020;502_092_LP;5.25;7.00;5.00
09551BPEDM1A;1242BPEDM1A;116147;124;2;1021;502_092_PEN;4.00;9.65;7.00
09552BPEDM1A;1242BPEDM1A;116147;124;2;1022;502_092_PPI;2.00;9.65;9.65
09553BPEDM1A;1242BPEDM1A;116147;124;2;1023;502_092_PE;9.00;8.5;10.00
09554BPEDM1A;1242BPEDM1A;116147;124;2;1024;502_092_TE;3.5;5.00;9.65
09555LCCTN2A;1224LCCTN2A;116152;122;4;676;304_081_CPO;8.00;2.00;3.00
09556LCCTN2A;1224LCCTN2A;116152;122;4;677;304_081_E;0.00;4.75;8.50
09557LCCTN2A;1224LCCTN2A;116152;122;4;678;304_081_FE;3.5;2.00;9.65
09558LCCTN2A;1224LCCTN2A;116152;122;4;679;304_081_LT;9.00;4.75;1.00
09559LCCTN2A;1224LCCTN2A;116152;122;4;680;304_081_PPI;0.00;3.00;1.00
09560LCCTN2A;1224LCCTN2A;116152;122;4;681;304_081_PO;4.00;8.5;4.75
09561BMATM1A;1234BMATM1A;116157;123;4;1231;1261231FDV;7.5;4.75;9.65
09562BPEDN1A;1242BPEDN1A;116160;124;2;1019;502_092_FE;9.00;9.65;1.00
09563BPEDN1A;1242BPEDN1A;116160;124;2;1020;502_092_LP;4.00;7.00;6.00
09564BPEDN1A;1242BPEDN1A;116160;124;2;1021;502_092_PEN;5.25;9.65;8.50
09565BPEDN1A;1242BPEDN1A;116160;124;2;1022;502_092_PPI;0.00;8.5;5.00
09566BPEDN1A;1242BPEDN1A;116160;124;2;1023;502_092_PE;10.00;2.00;10.00
09567BPEDN1A;1242BPEDN1A;116160;124;2;1024;502_092_TE;0.00;4.75;5.00
09568LPEDN1A;1244LPEDN1A;116164;124;4;1037;504_081_CP;2.00;1.00;1.00
09569LPEDN1A;1244LPEDN1A;116164;124;4;1038;504_081_EJA;9.00;8.5;0.50
09570LPEDN1A;1244LPEDN1A;116164;124;4;1039;504_081_EFEB;10.00;4.75;4.75
09571LPEDN1A;1244LPEDN1A;116164;124;4;1040;504_081_GE;5.25;4.75;1.00
09572LPEDN1A;1244LPEDN1A;116164;124;4;1041;504_081_PPI;6.00;10.00;6.00
09573LADMN2A;1204LADMN2A;116175;120;4;521;104_081_ADF;1.00;1.00;6.00
09574LADMN2A;1204LADMN2A;116175;120;4;522;104_081_CO;2.00;4.75;3.00
09575LADMN2A;1204LADMN2A;116175;120;4;523;104_081_DEM;9.00;7.00;1.00
09576LADMN2A;1204LADMN2A;116175;120;4;524;104_081_E;3.5;1.00;4.75
09577LADMN2A;1204LADMN2A;116175;120;4;525;104_081_M;4.00;6.00;10.00
09578LADMN2A;1204LADMN2A;116175;120;4;526;104_081_PPIN;10.00;9.65;9.65
09579BMATN2A;1232BMATN2A;116179;123;2;1252;1261252PDE;9.00;9.65;2.00
09580LADMN2A;1203LADMN2A;116184;120;3;515;103_092_CO;2.00;2.00;10.00
09581LADMN2A;1203LADMN2A;116184;120;3;516;103_092_E;3.5;1.00;2.00
09582LADMN2A;1203LADMN2A;116184;120;3;517;103_092_LT;5.25;3.00;0.50
09583LADMN2A;1203LADMN2A;116184;120;3;518;103_092_M;6.00;3.00;7.00
09584LADMN2A;1203LADMN2A;116184;120;3;519;103_092_PPI;8.00;8.5;9.65
09585LADMN2A;1203LADMN2A;116184;120;3;520;103_092_SO;0.00;5.00;5.00
09586LSIDN1A;1351LSIDN1A;116200;135;1;1168;701_092_AP;0.00;9.65;8.50
09587LSIDN1A;1351LSIDN1A;116200;135;1;1169;701_092_IB;7.5;8.5;3.00
09588LSIDN1A;1351LSIDN1A;116200;135;1;1170;701_092_LP;4.00;6.00;7.00
09589LSIDN1A;1351LSIDN1A;116200;135;1;1171;701_092_M;6.00;1.00;9.65
09590LSIDN1A;1351LSIDN1A;116200;135;1;1172;701_092_PPI;8.00;7.00;1.00
09591LMATN2A;1231LMATN2A;116206;123;1;1245;1261245LED;3.5;4.75;1.00
09592LADMN1A;1204LADMN1A;116210;120;4;521;104_081_ADF;7.5;3.00;8.50
09593LADMN1A;1204LADMN1A;116210;120;4;522;104_081_CO;4.00;9.65;5.00
09594LADMN1A;1204LADMN1A;116210;120;4;523;104_081_DEM;9.00;10.00;2.00
09595LADMN1A;1204LADMN1A;116210;120;4;524;104_081_E;9.00;7.00;6.00
09596LADMN1A;1204LADMN1A;116210;120;4;525;104_081_M;9.00;6.00;5.00
09597LADMN1A;1204LADMN1A;116210;120;4;526;104_081_PPIN;7.5;5.00;4.75
09598LADMN1A;1204LADMN1A;116218;120;4;521;104_081_ADF;4.00;4.75;4.75
09599LADMN1A;1204LADMN1A;116218;120;4;522;104_081_CO;4.00;9.65;10.00
09600LADMN1A;1204LADMN1A;116218;120;4;523;104_081_DEM;10.00;4.75;3.00
09601LADMN1A;1204LADMN1A;116218;120;4;524;104_081_E;3.5;8.5;9.65
09602LADMN1A;1204LADMN1A;116218;120;4;525;104_081_M;2.00;3.00;2.00
09603LADMN1A;1204LADMN1A;116218;120;4;526;104_081_PPIN;8.00;7.00;4.75
09604LMATN1A;1236LMATN1A;116220;123;6;1242;1261242IAA;0.00;2.00;9.65
09605LMATM1A;1233LMATM1A;116223;123;3;1213;1261213ALG;8.00;6.00;9.65
09606LCCPM1A;1212LCCPM1A;116224;121;2;629;202_092_AP;6.00;3.00;9.65
09607LCCPM1A;1212LCCPM1A;116224;121;2;630;202_092_FCC;5.25;3.00;3.00
09608LCCPM1A;1212LCCPM1A;116224;121;2;631;202_092_LP;10.00;4.75;9.65
09609LCCPM1A;1212LCCPM1A;116224;121;2;632;202_092_MC;7.5;5.00;2.00
09610LCCPM1A;1212LCCPM1A;116224;121;2;633;202_092_PPI;10.00;1.00;4.75
09611BADMN1A;1204BADMN1A;116234;120;4;521;104_081_ADF;2.00;5.00;6.00
09612BADMN1A;1204BADMN1A;116234;120;4;522;104_081_CO;6.00;8.5;7.00
09613BADMN1A;1204BADMN1A;116234;120;4;523;104_081_DEM;10.00;5.00;3.00
09614BADMN1A;1204BADMN1A;116234;120;4;524;104_081_E;8.00;5.00;9.65
09615BADMN1A;1204BADMN1A;116234;120;4;525;104_081_M;1.00;4.75;2.00
09616BADMN1A;1204BADMN1A;116234;120;4;526;104_081_PPIN;5.25;10.00;8.50
09617LMATN2A;1233LMATN2A;116237;123;3;1246;1261246MEC;6.00;6.00;8.50
09618LMATM1A;1238LMATM1A;116239;123;8;1218;1261218ATC;9.00;7.00;5.00
09619LMATN2A;1238LMATN2A;116243;123;8;1231;1261231FDV;2.00;4.75;10.00
09620BPEDN1A;1243BPEDN1A;116255;124;3;1031;503_092_EI;5.25;5.00;0.50
09621BPEDN1A;1243BPEDN1A;116255;124;3;1032;503_092_LI;2.00;4.75;8.50
09622BPEDN1A;1243BPEDN1A;116255;124;3;1033;503_092_PE;7.5;5.00;10.00
09623BPEDN1A;1243BPEDN1A;116255;124;3;1034;503_092_PPI;8.00;5.00;5.00
09624BPEDN1A;1243BPEDN1A;116255;124;3;1035;503_092_PD;1.00;5.00;0.50
09625BPEDN1A;1243BPEDN1A;116255;124;3;1036;503_092_TE;7.5;9.65;10.00
09626LREDM1A;1322LREDM1A;116257;132;2;1079;821B_092_101_CR;2.00;9.65;9.65
09627LREDM1A;1322LREDM1A;116257;132;2;1080;821B_092_101_FIE;7.5;5.00;5.00
09628LREDM1A;1322LREDM1A;116257;132;2;1081;821B_092_101_FSO;0.00;3.00;4.75
09629LREDM1A;1322LREDM1A;116257;132;2;1082;821B_092_101_ICSO;0.00;7.00;3.00
09630LREDM1A;1322LREDM1A;116257;132;2;1083;821B_092_101_PPI;1.00;1.00;8.50
09631BCCTN2A;1228BCCTN2A;116284;122;8;697;308_081_A;10.00;1.00;3.00
09632BCCTN2A;1228BCCTN2A;116284;122;8;698;308_081_CS;4.00;3.00;4.75
09633BCCTN2A;1228BCCTN2A;116284;122;8;699;308_081_C;1.00;4.75;2.00
09634BCCTN2A;1228BCCTN2A;116284;122;8;700;308_081_PC;8.00;4.75;2.00
09635BCCTN2A;1228BCCTN2A;116284;122;8;701;308_081_TCC;7.5;2.00;8.50
09636BADMN2A;1205BADMN2A;116294;120;5;527;105_081_EGPR;0.00;5.00;9.65
09637BADMN2A;1205BADMN2A;116294;120;5;528;105_081_GTI;3.5;10.00;2.00
09638BADMN2A;1205BADMN2A;116294;120;5;529;105_081_GP;5.25;10.00;0.50
09639BADMN2A;1205BADMN2A;116294;120;5;530;105_081_PO;3.5;1.00;9.65
09640BADMN2A;1205BADMN2A;116294;120;5;531;105_081_PPIN;10.00;10.00;10.00
09641LADMN1A;1201LADMN1A;116309;120;1;500;101_092_FA;5.25;3.00;1.00
09642LADMN1A;1201LADMN1A;116309;120;1;501;101_092_IB;6.00;8.5;4.75
09643LADMN1A;1201LADMN1A;116309;120;1;502;101_092_LP;4.00;1.00;9.65
09644LADMN1A;1201LADMN1A;116309;120;1;503;101_092_M;7.5;6.00;7.00
09645LADMN1A;1201LADMN1A;116309;120;1;504;101_092_PPI;1.00;6.00;9.65
09646LPEDN2A;1244LPEDN2A;116311;124;4;1037;504_081_CP;10.00;8.5;5.00
09647LPEDN2A;1244LPEDN2A;116311;124;4;1038;504_081_EJA;0.00;8.5;9.65
09648LPEDN2A;1244LPEDN2A;116311;124;4;1039;504_081_EFEB;9.00;1.00;7.00
09649LPEDN2A;1244LPEDN2A;116311;124;4;1040;504_081_GE;6.00;5.00;8.50
09650LPEDN2A;1244LPEDN2A;116311;124;4;1041;504_081_PPI;7.5;6.00;7.00
09651LMATM1A;1238LMATM1A;116322;123;8;1218;1261218ATC;8.00;9.65;2.00
09652LSISN2A;1252LSISN2A;116328;125;2;1173;702_092_AP;3.5;5.00;4.75
09653LSISN2A;1252LSISN2A;116328;125;2;1174;702_092_FA;7.5;8.5;2.00
09654LSISN2A;1252LSISN2A;116328;125;2;1175;702_092_FSI;4.00;2.00;2.00
09655LSISN2A;1252LSISN2A;116328;125;2;1176;702_092_LP;2.00;5.00;9.65
09656LSISN2A;1252LSISN2A;116328;125;2;1177;702_092_M;0.00;1.00;8.50
09657LSISN2A;1252LSISN2A;116328;125;2;1178;702_092_PPI;1.00;8.5;5.00
09658LCCTN1A;1222LCCTN1A;116343;122;2;661;302_092_CI;7.5;5.00;1.00
09659LCCTN1A;1222LCCTN1A;116343;122;2;662;302_092_FA;2.00;1.00;3.00
09660LCCTN1A;1222LCCTN1A;116343;122;2;663;302_092_LP;5.25;5.00;1.00
09661LCCTN1A;1222LCCTN1A;116343;122;2;664;302_092_MF;6.00;1.00;1.00
09662LCCTN1A;1222LCCTN1A;116343;122;2;665;302_092_PPI;7.5;5.00;9.65
09663BCCTN1A;1222BCCTN1A;116345;122;2;661;302_092_CI;0.00;8.5;9.65
09664BCCTN1A;1222BCCTN1A;116345;122;2;662;302_092_FA;8.00;2.00;4.75
09665BCCTN1A;1222BCCTN1A;116345;122;2;663;302_092_LP;7.5;9.65;6.00
09666BCCTN1A;1222BCCTN1A;116345;122;2;664;302_092_MF;1.00;3.00;8.50
09667BCCTN1A;1222BCCTN1A;116345;122;2;665;302_092_PPI;10.00;8.5;8.50
09668LADMN1A;1207LADMN1A;116351;120;7;540;107_081_AOSP;7.5;5.00;0.50
09669LADMN1A;1207LADMN1A;116351;120;7;541;107_081_FC;2.00;7.00;5.00
09670LADMN1A;1207LADMN1A;116351;120;7;542;107_081_GCP;6.00;3.00;9.65
09671LADMN1A;1207LADMN1A;116351;120;7;543;107_081_M;8.00;6.00;9.65
09672LADMN1A;1207LADMN1A;116351;120;7;544;107_081_SGA;0.00;6.00;6.00
09673LADMN1A;1207LADMN1A;116351;120;7;545;107_081_TCC;0.00;3.00;2.00
09674LMATM2A;1236LMATM2A;116357;123;6;1242;1261242IAA;7.5;4.75;5.00
09675BMATM2A;1234BMATM2A;116366;123;4;1217;1261217ASE;10.00;1.00;7.00
09676LPEDN2A;1242LPEDN2A;116370;124;2;1019;502_092_FE;0.00;3.00;4.75
09677LPEDN2A;1242LPEDN2A;116370;124;2;1020;502_092_LP;5.25;6.00;6.00
09678LPEDN2A;1242LPEDN2A;116370;124;2;1021;502_092_PEN;1.00;4.75;7.00
09679LPEDN2A;1242LPEDN2A;116370;124;2;1022;502_092_PPI;10.00;3.00;10.00
09680LPEDN2A;1242LPEDN2A;116370;124;2;1023;502_092_PE;3.5;2.00;3.00
09681LPEDN2A;1242LPEDN2A;116370;124;2;1024;502_092_TE;1.00;3.00;7.00
09682LADMN1A;1208LADMN1A;116371;120;8;547;108_081_EC;7.5;7.00;8.50
09683LADMN1A;1208LADMN1A;116371;120;8;548;108_081_FC;4.00;2.00;3.00
09684LADMN1A;1208LADMN1A;116371;120;8;554;108_081_JE;9.00;6.00;7.00
09685LADMN1A;1208LADMN1A;116371;120;8;550;108_081_M;0.00;2.00;6.00
09686LADMN1A;1208LADMN1A;116371;120;8;555;108_081_PN;4.00;7.00;4.75
09687LADMN1A;1208LADMN1A;116371;120;8;553;108_081_TCC;1.00;10.00;10.00
09688LPEDM1A;1242LPEDM1A;116378;124;2;1019;502_092_FE;5.25;10.00;2.00
09689LPEDM1A;1242LPEDM1A;116378;124;2;1020;502_092_LP;1.00;7.00;3.00
09690LPEDM1A;1242LPEDM1A;116378;124;2;1021;502_092_PEN;7.5;7.00;9.65
09691LPEDM1A;1242LPEDM1A;116378;124;2;1022;502_092_PPI;0.00;9.65;4.75
09692LPEDM1A;1242LPEDM1A;116378;124;2;1023;502_092_PE;9.00;7.00;8.50
09693LPEDM1A;1242LPEDM1A;116378;124;2;1024;502_092_TE;0.00;5.00;7.00
09694LADMN1A;1201LADMN1A;116395;120;1;500;101_092_FA;3.5;9.65;3.00
09695LADMN1A;1201LADMN1A;116395;120;1;501;101_092_IB;9.00;2.00;2.00
09696LADMN1A;1201LADMN1A;116395;120;1;502;101_092_LP;4.00;3.00;0.50
09697LADMN1A;1201LADMN1A;116395;120;1;503;101_092_M;0.00;9.65;2.00
09698LADMN1A;1201LADMN1A;116395;120;1;504;101_092_PPI;3.5;8.5;6.00
09699LPEDM2A;1242LPEDM2A;116410;124;2;1019;502_092_FE;0.00;3.00;1.00
09700LPEDM2A;1242LPEDM2A;116410;124;2;1020;502_092_LP;5.25;8.5;1.00
09701LPEDM2A;1242LPEDM2A;116410;124;2;1021;502_092_PEN;9.00;10.00;9.65
09702LPEDM2A;1242LPEDM2A;116410;124;2;1022;502_092_PPI;9.00;5.00;1.00
09703LPEDM2A;1242LPEDM2A;116410;124;2;1023;502_092_PE;0.00;10.00;9.65
09704LPEDM2A;1242LPEDM2A;116410;124;2;1024;502_092_TE;6.00;7.00;5.00
09705LSISN2A;1253LSISN2A;116429;125;3;1179;703_092_CG;10.00;8.5;3.00
09706LSISN2A;1253LSISN2A;116429;125;3;1180;703_092_E;5.25;8.5;4.75
09707LSISN2A;1253LSISN2A;116429;125;3;1181;703_092_ED;2.00;10.00;0.50
09708LSISN2A;1253LSISN2A;116429;125;3;1182;703_092_PPI;0.00;6.00;4.75
09709LSISN2A;1253LSISN2A;116429;125;3;1183;703_092_TP;3.5;7.00;0.50
09710LMATM1A;1236LMATM1A;116433;123;6;1238;1261238HDA;4.00;6.00;3.00
09711BBDDN2A;1272BBDDN2A;116434;127;2;589;823B_092_FBD;1.00;5.00;6.00
09712BBDDN2A;1272BBDDN2A;116434;127;2;590;823B_092_FSO;1.00;5.00;5.00
09713BBDDN2A;1272BBDDN2A;116434;127;2;591;823B_092_ICSOR;4.00;6.00;10.00
09714BBDDN2A;1272BBDDN2A;116434;127;2;592;823B_092_ICS;7.5;1.00;0.50
09715BBDDN2A;1272BBDDN2A;116434;127;2;593;823B_092_PPI;9.00;1.00;8.50
09716BREDN1A;1322BREDN1A;116436;132;2;1079;821B_092_101_CR;2.00;2.00;3.00
09717BREDN1A;1322BREDN1A;116436;132;2;1080;821B_092_101_FIE;5.25;3.00;2.00
09718BREDN1A;1322BREDN1A;116436;132;2;1081;821B_092_101_FSO;6.00;3.00;1.00
09719BREDN1A;1322BREDN1A;116436;132;2;1082;821B_092_101_ICSO;1.00;9.65;0.50
09720BREDN1A;1322BREDN1A;116436;132;2;1083;821B_092_101_PPI;8.00;3.00;3.00
09721LPEDM1A;1242LPEDM1A;116440;124;2;1019;502_092_FE;5.25;8.5;1.00
09722LPEDM1A;1242LPEDM1A;116440;124;2;1020;502_092_LP;5.25;6.00;6.00
09723LPEDM1A;1242LPEDM1A;116440;124;2;1021;502_092_PEN;1.00;2.00;8.50
09724LPEDM1A;1242LPEDM1A;116440;124;2;1022;502_092_PPI;7.5;9.65;3.00
09725LPEDM1A;1242LPEDM1A;116440;124;2;1023;502_092_PE;2.00;6.00;10.00
09726LPEDM1A;1242LPEDM1A;116440;124;2;1024;502_092_TE;1.00;8.5;6.00
09727LMATN2A;1233LMATN2A;116441;123;3;1246;1261246MEC;2.00;5.00;1.00
09728BMATN1A;1236BMATN1A;116442;123;6;1225;1261225ES1;9.00;7.00;10.00
09729LADMN1A;1203LADMN1A;116446;120;3;515;103_092_CO;10.00;2.00;7.00
09730LADMN1A;1203LADMN1A;116446;120;3;516;103_092_E;10.00;2.00;10.00
09731LADMN1A;1203LADMN1A;116446;120;3;517;103_092_LT;0.00;10.00;8.50
09732LADMN1A;1203LADMN1A;116446;120;3;518;103_092_M;9.00;4.75;9.65
09733LADMN1A;1203LADMN1A;116446;120;3;519;103_092_PPI;0.00;7.00;6.00
09734LADMN1A;1203LADMN1A;116446;120;3;520;103_092_SO;6.00;7.00;5.00
09735LMATM2A;1236LMATM2A;116449;123;6;1242;1261242IAA;7.5;4.75;4.75
09736BMATM2A;1235BMATM2A;116469;123;5;1220;1261220CÁA;1.00;9.65;8.50
09737LADMN1A;1207LADMN1A;116471;120;7;540;107_081_AOSP;2.00;4.75;1.00
09738LADMN1A;1207LADMN1A;116471;120;7;541;107_081_FC;4.00;1.00;3.00
09739LADMN1A;1207LADMN1A;116471;120;7;542;107_081_GCP;1.00;8.5;6.00
09740LADMN1A;1207LADMN1A;116471;120;7;543;107_081_M;3.5;1.00;0.50
09741LADMN1A;1207LADMN1A;116471;120;7;544;107_081_SGA;1.00;7.00;7.00
09742LADMN1A;1207LADMN1A;116471;120;7;545;107_081_TCC;7.5;3.00;9.65
09743LCCTN1A;1222LCCTN1A;116479;122;2;661;302_092_CI;4.00;10.00;1.00
09744LCCTN1A;1222LCCTN1A;116479;122;2;662;302_092_FA;5.25;2.00;2.00
09745LCCTN1A;1222LCCTN1A;116479;122;2;663;302_092_LP;7.5;10.00;10.00
09746LCCTN1A;1222LCCTN1A;116479;122;2;664;302_092_MF;0.00;4.75;0.50
09747LCCTN1A;1222LCCTN1A;116479;122;2;665;302_092_PPI;4.00;2.00;5.00
09748LPEDN1A;1244LPEDN1A;116481;124;4;1037;504_081_CP;6.00;2.00;3.00
09749LPEDN1A;1244LPEDN1A;116481;124;4;1038;504_081_EJA;10.00;8.5;10.00
09750LPEDN1A;1244LPEDN1A;116481;124;4;1039;504_081_EFEB;3.5;9.65;7.00
09751LPEDN1A;1244LPEDN1A;116481;124;4;1040;504_081_GE;9.00;1.00;1.00
09752LPEDN1A;1244LPEDN1A;116481;124;4;1041;504_081_PPI;8.00;3.00;10.00
09753LPEDM2A;1242LPEDM2A;116489;124;2;1019;502_092_FE;6.00;2.00;6.00
09754LPEDM2A;1242LPEDM2A;116489;124;2;1020;502_092_LP;7.5;6.00;1.00
09755LPEDM2A;1242LPEDM2A;116489;124;2;1021;502_092_PEN;6.00;1.00;0.50
09756LPEDM2A;1242LPEDM2A;116489;124;2;1022;502_092_PPI;0.00;8.5;9.65
09757LPEDM2A;1242LPEDM2A;116489;124;2;1023;502_092_PE;0.00;9.65;1.00
09758LPEDM2A;1242LPEDM2A;116489;124;2;1024;502_092_TE;1.00;1.00;3.00
09759BADMN2A;1204BADMN2A;116492;120;4;521;104_081_ADF;9.00;1.00;8.50
09760BADMN2A;1204BADMN2A;116492;120;4;522;104_081_CO;0.00;7.00;1.00
09761BADMN2A;1204BADMN2A;116492;120;4;523;104_081_DEM;0.00;2.00;2.00
09762BADMN2A;1204BADMN2A;116492;120;4;524;104_081_E;0.00;1.00;9.65
09763BADMN2A;1204BADMN2A;116492;120;4;525;104_081_M;7.5;10.00;3.00
09764BADMN2A;1204BADMN2A;116492;120;4;526;104_081_PPIN;8.00;4.75;10.00
09765BMATN1A;1234BMATN1A;116496;123;4;1226;1261226ES2;9.00;1.00;8.50
09766LPEDN1A;1247LPEDN1A;116509;124;7;1058;507_081_APMD;7.5;3.00;3.00
09767LPEDN1A;1247LPEDN1A;116509;124;7;1059;507_081_FI;10.00;1.00;5.00
09768LPEDN1A;1247LPEDN1A;116509;124;7;1060;507_081_MA;5.25;5.00;5.00
09769LPEDN1A;1247LPEDN1A;116509;124;7;1061;507_081_MEH;5.25;3.00;0.50
